case_id,filename,filepath,family,fault_type,scr,noise_std,fs_Hz,f0_Hz,t_start_s,t_end_s,t_event_s,base_mag_pu,tau_decay_s,f_transient_Hz,K_base,tau1_s,tau2_s,f1_Hz,gate_time_s,K1,K2,tau_rise_s,tau_fall_s,f_ctrl_Hz,K
1446,case_01446_full_converter_pmsg_like_ll_ca_scr2.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01446_full_converter_pmsg_like_ll_ca_scr2.0_n0.002_r6.csv,full_converter_pmsg_like,ll_ca,2.0,0.002,10000,50.0,5.98,6.04,5.999347596882168,1.032521164243688,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1447,case_01447_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01447_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r1.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.999468736236577,1.0683171557329219,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1448,case_01448_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01448_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r2.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998021005758525,1.0401291517775633,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1449,case_01449_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01449_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r3.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998287257594005,1.065846781163408,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1450,case_01450_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01450_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r4.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998344472903826,1.0008654094322753,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1451,case_01451_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01451_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r5.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,5.998745837252287,1.051606628914557,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1452,case_01452_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01452_full_converter_pmsg_like_ll_ca_scr2.0_n0.005_r6.csv,full_converter_pmsg_like,ll_ca,2.0,0.005,10000,50.0,5.98,6.04,6.000057150271393,1.0041745847281656,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1453,case_01453_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01453_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r1.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,6.000171780480008,1.0675804276089753,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1454,case_01454_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01454_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r2.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.997739633712825,1.0248653407961725,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1455,case_01455_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01455_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r3.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.999905678819361,1.0674017860280656,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1456,case_01456_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01456_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r4.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.997946825711615,1.0560356509090052,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1457,case_01457_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01457_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r5.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.999428207043358,1.017320300469341,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1458,case_01458_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01458_full_converter_pmsg_like_ll_ca_scr2.0_n0.010_r6.csv,full_converter_pmsg_like,ll_ca,2.0,0.01,10000,50.0,5.98,6.04,5.999997403763864,1.0180357771523325,,,,,,,,,,0.0016,0.008,430.0,0.17500000000000002
1459,case_01459_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01459_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r1.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.99825572603376,1.0641873863882672,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1460,case_01460_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01460_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r2.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.999954280405223,1.0554076019790593,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1461,case_01461_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01461_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r3.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.999148372590018,1.0104349047565324,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1462,case_01462_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01462_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r4.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,6.00009157574745,1.0102968982943996,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1463,case_01463_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01463_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r5.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.999365261844818,1.0361658192060355,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1464,case_01464_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01464_full_converter_pmsg_like_ll_ca_scr3.0_n0.002_r6.csv,full_converter_pmsg_like,ll_ca,3.0,0.002,10000,50.0,5.98,6.04,5.99972121761289,1.004078229227279,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1465,case_01465_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01465_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r1.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.997867888391094,1.0568644761047665,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1466,case_01466_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01466_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r2.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,6.0000322485221265,1.0127362411615082,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1467,case_01467_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01467_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r3.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.998488740677137,1.0313725010510126,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1468,case_01468_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01468_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r4.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.998534768730148,1.0008578025125054,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1469,case_01469_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01469_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r5.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.999196515247523,1.0566772473752906,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1470,case_01470_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01470_full_converter_pmsg_like_ll_ca_scr3.0_n0.005_r6.csv,full_converter_pmsg_like,ll_ca,3.0,0.005,10000,50.0,5.98,6.04,5.998905839527032,1.0717904592617042,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1471,case_01471_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01471_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r1.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.997962461415741,1.0333897257740847,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1472,case_01472_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01472_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r2.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.998970598059997,1.046541850289509,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1473,case_01473_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01473_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r3.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.998550502908487,1.0276841739775469,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1474,case_01474_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01474_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r4.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.997519073499989,1.0765226850466034,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1475,case_01475_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01475_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r5.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.9977579205383735,1.074967351636646,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1476,case_01476_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01476_full_converter_pmsg_like_ll_ca_scr3.0_n0.010_r6.csv,full_converter_pmsg_like,ll_ca,3.0,0.01,10000,50.0,5.98,6.04,5.9991023653469,1.0554086128400675,,,,,,,,,,0.0014,0.007,470.0,0.15000000000000002
1477,case_01477_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01477_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r1.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,5.998553453204739,1.057072760908072,,,,,,,,,,0.00124,0.0062,550.0,0.13
1478,case_01478_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01478_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r2.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,5.999356713399028,1.0029282345547197,,,,,,,,,,0.00124,0.0062,550.0,0.13
1479,case_01479_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01479_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r3.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,5.99781487978316,1.0542965398285096,,,,,,,,,,0.00124,0.0062,550.0,0.13
1480,case_01480_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01480_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r4.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,5.997611622859571,1.0628204366110081,,,,,,,,,,0.00124,0.0062,550.0,0.13
1481,case_01481_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01481_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r5.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,6.000463841401584,1.0059115563889973,,,,,,,,,,0.00124,0.0062,550.0,0.13
1482,case_01482_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01482_full_converter_pmsg_like_ll_ca_scr5.0_n0.002_r6.csv,full_converter_pmsg_like,ll_ca,5.0,0.002,10000,50.0,5.98,6.04,5.998331147264885,1.0515132569468335,,,,,,,,,,0.00124,0.0062,550.0,0.13
1483,case_01483_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01483_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r1.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.998170444920301,1.0631904520686004,,,,,,,,,,0.00124,0.0062,550.0,0.13
1484,case_01484_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01484_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r2.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.999777873730397,1.033201112613977,,,,,,,,,,0.00124,0.0062,550.0,0.13
1485,case_01485_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01485_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r3.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.998847810575299,1.0447057644140751,,,,,,,,,,0.00124,0.0062,550.0,0.13
1486,case_01486_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01486_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r4.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.998613476906025,1.048191784439057,,,,,,,,,,0.00124,0.0062,550.0,0.13
1487,case_01487_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01487_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r5.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.999058967883466,1.0213295282754287,,,,,,,,,,0.00124,0.0062,550.0,0.13
1488,case_01488_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01488_full_converter_pmsg_like_ll_ca_scr5.0_n0.005_r6.csv,full_converter_pmsg_like,ll_ca,5.0,0.005,10000,50.0,5.98,6.04,5.999955073896291,1.0308824615831762,,,,,,,,,,0.00124,0.0062,550.0,0.13
1489,case_01489_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01489_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r1.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.999489152173451,1.0073450552296106,,,,,,,,,,0.00124,0.0062,550.0,0.13
1490,case_01490_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01490_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r2.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.998572314686334,1.0495169520620122,,,,,,,,,,0.00124,0.0062,550.0,0.13
1491,case_01491_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01491_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r3.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.999074138444108,1.0271385929332013,,,,,,,,,,0.00124,0.0062,550.0,0.13
1492,case_01492_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01492_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r4.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.999258679165824,1.0162146337158822,,,,,,,,,,0.00124,0.0062,550.0,0.13
1493,case_01493_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01493_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r5.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.9980526812195825,1.0681953217731548,,,,,,,,,,0.00124,0.0062,550.0,0.13
1494,case_01494_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01494_full_converter_pmsg_like_ll_ca_scr5.0_n0.010_r6.csv,full_converter_pmsg_like,ll_ca,5.0,0.01,10000,50.0,5.98,6.04,5.999843212145081,1.0353918529837203,,,,,,,,,,0.00124,0.0062,550.0,0.13
1495,case_01495_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01495_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r1.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,6.000374469827802,1.0183145149773793,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1496,case_01496_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01496_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r2.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,5.998944052564961,1.0655565477587372,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1497,case_01497_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01497_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r3.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,6.000389303731136,1.0734039665318174,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1498,case_01498_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01498_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r4.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,5.999193482045768,1.00501582534091,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1499,case_01499_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01499_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r5.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,5.998495802096734,1.0396473788312033,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1500,case_01500_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01500_full_converter_pmsg_like_ll_ca_scr8.0_n0.002_r6.csv,full_converter_pmsg_like,ll_ca,8.0,0.002,10000,50.0,5.98,6.04,5.998085380474293,1.0338434894942414,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1501,case_01501_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01501_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r1.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.998070605647942,1.0245486419007532,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1502,case_01502_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01502_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r2.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.997675456823065,1.0190178588726533,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1503,case_01503_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01503_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r3.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.999983075844301,1.0607794234386958,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1504,case_01504_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01504_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r4.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.997833176499439,1.059777843082389,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1505,case_01505_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01505_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r5.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.99857302796396,1.0243774477400664,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1506,case_01506_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01506_full_converter_pmsg_like_ll_ca_scr8.0_n0.005_r6.csv,full_converter_pmsg_like,ll_ca,8.0,0.005,10000,50.0,5.98,6.04,5.999259994327697,1.0760490685936885,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1507,case_01507_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01507_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r1.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,5.999653340693035,1.0376019866649042,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1508,case_01508_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01508_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r2.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,5.998756949147029,1.0163564648891887,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1509,case_01509_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r3.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01509_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r3.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,5.998591424815058,1.060153759497524,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1510,case_01510_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r4.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01510_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r4.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,6.000032811665469,1.0080299674584574,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1511,case_01511_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r5.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01511_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r5.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,5.997633993345486,1.0776869541365706,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1512,case_01512_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r6.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01512_full_converter_pmsg_like_ll_ca_scr8.0_n0.010_r6.csv,full_converter_pmsg_like,ll_ca,8.0,0.01,10000,50.0,5.98,6.04,5.998502446351474,1.021882380283874,,,,,,,,,,0.00115,0.00575,670.0,0.11875000000000001
1513,case_01513_grid_following_inverter_like_3ph_scr2.0_n0.002_r1.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01513_grid_following_inverter_like_3ph_scr2.0_n0.002_r1.csv,grid_following_inverter_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.997596223082843,1.0359573511174136,,,,,,,,,,0.00125,0.00575,,0.14
1514,case_01514_grid_following_inverter_like_3ph_scr2.0_n0.002_r2.csv,/root/phd_thesis/Z_Synthetic_Family_Library/waveforms/case_01514_grid_following_inverter_like_3ph_scr2.0_n0.002_r2.csv,grid_following_inverter_like,3ph,2.0,0.002,10000,50.0,5.98,6.04,5.997698433049796,1.0577545270803557,,,,,,,,,,0.00125,0.00575,,0.14
